"Data for weekly deaths (occurrences), by Health Board and location, 2015-2019",,,,,,,,,
,,,,,,,,,
week of occurrence,health board,location,year,number of deaths,,,,,
40,Ayrshire and Arran,Hospital,2016,35,,,,,
40,Borders,Care Home,2016,5,,,,,
40,Borders,Home / Non-institution,2016,2,,,,,
40,Borders,Hospital,2016,14,,,,,
40,Borders,Other institution,2016,1,,,,,
40,Dumfries and Galloway,Care Home,2016,4,,,,,
40,Dumfries and Galloway,Home / Non-institution,2016,9,,,,,
40,Dumfries and Galloway,Hospital,2016,21,,,,,
40,Fife,Care Home,2016,11,,,,,
40,Fife,Home / Non-institution,2016,18,,,,,
40,Fife,Hospital,2016,42,,,,,
40,Forth Valley,Care Home,2016,18,,,,,
40,Forth Valley,Home / Non-institution,2016,13,,,,,
40,Forth Valley,Hospital,2016,22,,,,,
40,Grampian,Care Home,2016,20,,,,,
40,Grampian,Home / Non-institution,2016,39,,,,,
40,Grampian,Hospital,2016,37,,,,,
40,Greater Glasgow and Clyde,Care Home,2016,54,,,,,
40,Greater Glasgow and Clyde,Home / Non-institution,2016,55,,,,,
40,Greater Glasgow and Clyde,Hospital,2016,115,,,,,
40,Highland,Care Home,2016,12,,,,,
40,Highland,Home / Non-institution,2016,14,,,,,
40,Highland,Hospital,2016,31,,,,,
40,Lanarkshire,Care Home,2016,33,,,,,
40,Lanarkshire,Home / Non-institution,2016,41,,,,,
40,Lanarkshire,Hospital,2016,70,,,,,
40,Lothian,Care Home,2016,36,,,,,
40,Lothian,Home / Non-institution,2016,21,,,,,
40,Lothian,Hospital,2016,79,,,,,
40,Orkney,Care Home,2016,2,,,,,
40,Orkney,Hospital,2016,2,,,,,
40,Shetland,Care Home,2016,1,,,,,
40,Shetland,Hospital,2016,1,,,,,
40,Tayside,Care Home,2016,23,,,,,
40,Tayside,Home / Non-institution,2016,22,,,,,
40,Tayside,Hospital,2016,35,,,,,
40,Western Isles,Care Home,2016,1,,,,,
40,Western Isles,Home / Non-institution,2016,1,,,,,
40,Western Isles,Hospital,2016,2,,,,,
41,Ayrshire and Arran,Care Home,2016,18,,,,,
41,Ayrshire and Arran,Home / Non-institution,2016,28,,,,,
41,Ayrshire and Arran,Hospital,2016,43,,,,,
41,Borders,Care Home,2016,3,,,,,
41,Borders,Home / Non-institution,2016,3,,,,,
41,Borders,Hospital,2016,5,,,,,
41,Borders,Other institution,2016,3,,,,,
41,Dumfries and Galloway,Care Home,2016,8,,,,,
41,Dumfries and Galloway,Home / Non-institution,2016,8,,,,,
41,Dumfries and Galloway,Hospital,2016,20,,,,,
41,Fife,Care Home,2016,13,,,,,
41,Fife,Home / Non-institution,2016,20,,,,,
41,Fife,Hospital,2016,47,,,,,
41,Forth Valley,Care Home,2016,13,,,,,
41,Forth Valley,Home / Non-institution,2016,16,,,,,
41,Forth Valley,Hospital,2016,27,,,,,
41,Grampian,Care Home,2016,23,,,,,
41,Grampian,Home / Non-institution,2016,22,,,,,
41,Grampian,Hospital,2016,60,,,,,
41,Greater Glasgow and Clyde,Care Home,2016,58,,,,,
41,Greater Glasgow and Clyde,Home / Non-institution,2016,58,,,,,
41,Greater Glasgow and Clyde,Hospital,2016,98,,,,,
41,Greater Glasgow and Clyde,Other institution,2016,1,,,,,
41,Highland,Care Home,2016,17,,,,,
41,Highland,Home / Non-institution,2016,23,,,,,
41,Highland,Hospital,2016,29,,,,,
41,Lanarkshire,Care Home,2016,30,,,,,
41,Lanarkshire,Home / Non-institution,2016,36,,,,,
41,Lanarkshire,Hospital,2016,57,,,,,
41,Lothian,Care Home,2016,34,,,,,
41,Lothian,Home / Non-institution,2016,40,,,,,
41,Lothian,Hospital,2016,95,,,,,
41,Orkney,Care Home,2016,1,,,,,
41,Orkney,Hospital,2016,3,,,,,
41,Shetland,Care Home,2016,2,,,,,
41,Shetland,Home / Non-institution,2016,2,,,,,
41,Shetland,Hospital,2016,3,,,,,
41,Tayside,Care Home,2016,14,,,,,
41,Tayside,Home / Non-institution,2016,24,,,,,
41,Tayside,Hospital,2016,33,,,,,
41,Tayside,Other institution,2016,2,,,,,
41,Western Isles,Home / Non-institution,2016,1,,,,,
41,Western Isles,Hospital,2016,4,,,,,
42,Ayrshire and Arran,Care Home,2016,15,,,,,
42,Ayrshire and Arran,Home / Non-institution,2016,24,,,,,
42,Ayrshire and Arran,Hospital,2016,47,,,,,
42,Borders,Care Home,2016,4,,,,,
42,Borders,Home / Non-institution,2016,10,,,,,
42,Borders,Hospital,2016,18,,,,,
42,Borders,Other institution,2016,2,,,,,
42,Dumfries and Galloway,Care Home,2016,5,,,,,
42,Dumfries and Galloway,Home / Non-institution,2016,10,,,,,
42,Dumfries and Galloway,Hospital,2016,16,,,,,
42,Fife,Care Home,2016,13,,,,,
42,Fife,Home / Non-institution,2016,25,,,,,
42,Fife,Hospital,2016,37,,,,,
42,Forth Valley,Care Home,2016,18,,,,,
42,Forth Valley,Home / Non-institution,2016,14,,,,,
42,Forth Valley,Hospital,2016,23,,,,,
42,Grampian,Care Home,2016,20,,,,,
42,Grampian,Home / Non-institution,2016,31,,,,,
42,Grampian,Hospital,2016,34,,,,,
42,Greater Glasgow and Clyde,Care Home,2016,63,,,,,
42,Greater Glasgow and Clyde,Home / Non-institution,2016,71,,,,,
42,Greater Glasgow and Clyde,Hospital,2016,113,,,,,
42,Greater Glasgow and Clyde,Other institution,2016,1,,,,,
42,Highland,Care Home,2016,17,,,,,
42,Highland,Home / Non-institution,2016,24,,,,,
42,Highland,Hospital,2016,33,,,,,
42,Lanarkshire,Care Home,2016,34,,,,,
42,Lanarkshire,Home / Non-institution,2016,34,,,,,
42,Lanarkshire,Hospital,2016,86,,,,,
42,Lothian,Care Home,2016,41,,,,,
42,Lothian,Home / Non-institution,2016,34,,,,,
42,Lothian,Hospital,2016,67,,,,,
42,Lothian,Other institution,2016,1,,,,,
42,Orkney,Care Home,2016,1,,,,,
42,Orkney,Hospital,2016,1,,,,,
42,Shetland,Care Home,2016,2,,,,,
42,Shetland,Hospital,2016,1,,,,,
42,Tayside,Care Home,2016,20,,,,,
42,Tayside,Home / Non-institution,2016,18,,,,,
42,Tayside,Hospital,2016,30,,,,,
42,Western Isles,Care Home,2016,3,,,,,
42,Western Isles,Home / Non-institution,2016,1,,,,,
42,Western Isles,Hospital,2016,5,,,,,
43,Ayrshire and Arran,Care Home,2016,17,,,,,
43,Ayrshire and Arran,Home / Non-institution,2016,25,,,,,
43,Ayrshire and Arran,Hospital,2016,35,,,,,
43,Borders,Care Home,2016,5,,,,,
43,Borders,Home / Non-institution,2016,4,,,,,
43,Borders,Hospital,2016,7,,,,,
43,Borders,Other institution,2016,4,,,,,
43,Dumfries and Galloway,Care Home,2016,3,,,,,
43,Dumfries and Galloway,Home / Non-institution,2016,9,,,,,
43,Dumfries and Galloway,Hospital,2016,19,,,,,
43,Fife,Care Home,2016,16,,,,,
43,Fife,Home / Non-institution,2016,17,,,,,
43,Fife,Hospital,2016,38,,,,,
43,Forth Valley,Care Home,2016,12,,,,,
43,Forth Valley,Home / Non-institution,2016,12,,,,,
43,Forth Valley,Hospital,2016,32,,,,,
43,Grampian,Care Home,2016,19,,,,,
43,Grampian,Home / Non-institution,2016,34,,,,,
43,Grampian,Hospital,2016,58,,,,,
43,Greater Glasgow and Clyde,Care Home,2016,45,,,,,
43,Greater Glasgow and Clyde,Home / Non-institution,2016,57,,,,,
43,Greater Glasgow and Clyde,Hospital,2016,121,,,,,
43,Highland,Care Home,2016,13,,,,,
43,Highland,Home / Non-institution,2016,16,,,,,
43,Highland,Hospital,2016,33,,,,,
43,Lanarkshire,Care Home,2016,21,,,,,
43,Lanarkshire,Home / Non-institution,2016,51,,,,,
43,Lanarkshire,Hospital,2016,62,,,,,
43,Lothian,Care Home,2016,36,,,,,
43,Lothian,Home / Non-institution,2016,35,,,,,
43,Lothian,Hospital,2016,66,,,,,
43,Orkney,Home / Non-institution,2016,2,,,,,
43,Orkney,Hospital,2016,1,,,,,
43,Shetland,Care Home,2016,2,,,,,
43,Shetland,Hospital,2016,2,,,,,
43,Tayside,Care Home,2016,21,,,,,
43,Tayside,Home / Non-institution,2016,24,,,,,
43,Tayside,Hospital,2016,40,,,,,
43,Tayside,Other institution,2016,1,,,,,
43,Western Isles,Home / Non-institution,2016,3,,,,,
43,Western Isles,Hospital,2016,2,,,,,
44,Ayrshire and Arran,Care Home,2016,18,,,,,
44,Ayrshire and Arran,Home / Non-institution,2016,29,,,,,
44,Ayrshire and Arran,Hospital,2016,45,,,,,
44,Borders,Care Home,2016,2,,,,,
44,Borders,Home / Non-institution,2016,11,,,,,
44,Borders,Hospital,2016,13,,,,,
44,Borders,Other institution,2016,4,,,,,
44,Dumfries and Galloway,Care Home,2016,10,,,,,
44,Dumfries and Galloway,Home / Non-institution,2016,11,,,,,
44,Dumfries and Galloway,Hospital,2016,17,,,,,
44,Fife,Care Home,2016,22,,,,,
44,Fife,Home / Non-institution,2016,26,,,,,
44,Fife,Hospital,2016,32,,,,,
44,Forth Valley,Care Home,2016,16,,,,,
44,Forth Valley,Home / Non-institution,2016,19,,,,,
44,Forth Valley,Hospital,2016,33,,,,,
44,Forth Valley,Other institution,2016,1,,,,,
44,Grampian,Care Home,2016,28,,,,,
44,Grampian,Home / Non-institution,2016,15,,,,,
44,Grampian,Hospital,2016,48,,,,,
44,Greater Glasgow and Clyde,Care Home,2016,57,,,,,
44,Greater Glasgow and Clyde,Home / Non-institution,2016,55,,,,,
44,Greater Glasgow and Clyde,Hospital,2016,119,,,,,
44,Highland,Care Home,2016,12,,,,,
44,Highland,Home / Non-institution,2016,22,,,,,
44,Highland,Hospital,2016,26,,,,,
44,Lanarkshire,Care Home,2016,26,,,,,
44,Lanarkshire,Home / Non-institution,2016,35,,,,,
44,Lanarkshire,Hospital,2016,61,,,,,
44,Lothian,Care Home,2016,33,,,,,
44,Lothian,Home / Non-institution,2016,33,,,,,
44,Lothian,Hospital,2016,68,,,,,
44,Orkney,Hospital,2016,4,,,,,
44,Shetland,Care Home,2016,1,,,,,
44,Shetland,Hospital,2016,3,,,,,
44,Tayside,Care Home,2016,23,,,,,
44,Tayside,Home / Non-institution,2016,17,,,,,
44,Tayside,Hospital,2016,42,,,,,
44,Tayside,Other institution,2016,1,,,,,
44,Western Isles,Hospital,2016,4,,,,,
45,Ayrshire and Arran,Care Home,2016,17,,,,,
45,Ayrshire and Arran,Home / Non-institution,2016,27,,,,,
45,Ayrshire and Arran,Hospital,2016,43,,,,,
45,Borders,Home / Non-institution,2016,6,,,,,
45,Borders,Hospital,2016,13,,,,,
45,Borders,Other institution,2016,3,,,,,
45,Dumfries and Galloway,Care Home,2016,8,,,,,
45,Dumfries and Galloway,Home / Non-institution,2016,4,,,,,
45,Dumfries and Galloway,Hospital,2016,17,,,,,
45,Fife,Care Home,2016,13,,,,,
45,Fife,Home / Non-institution,2016,14,,,,,
45,Fife,Hospital,2016,38,,,,,
45,Forth Valley,Care Home,2016,14,,,,,
45,Forth Valley,Home / Non-institution,2016,6,,,,,
45,Forth Valley,Hospital,2016,47,,,,,
45,Grampian,Care Home,2016,30,,,,,
45,Grampian,Home / Non-institution,2016,28,,,,,
45,Grampian,Hospital,2016,51,,,,,
45,Greater Glasgow and Clyde,Care Home,2016,54,,,,,
45,Greater Glasgow and Clyde,Home / Non-institution,2016,62,,,,,
45,Greater Glasgow and Clyde,Hospital,2016,108,,,,,
45,Greater Glasgow and Clyde,Other institution,2016,1,,,,,
45,Highland,Care Home,2016,16,,,,,
45,Highland,Home / Non-institution,2016,29,,,,,
45,Highland,Hospital,2016,40,,,,,
45,Lanarkshire,Care Home,2016,27,,,,,
45,Lanarkshire,Home / Non-institution,2016,45,,,,,
45,Lanarkshire,Hospital,2016,75,,,,,
45,Lothian,Care Home,2016,37,,,,,
45,Lothian,Home / Non-institution,2016,43,,,,,
45,Lothian,Hospital,2016,80,,,,,
45,Orkney,Home / Non-institution,2016,3,,,,,
45,Orkney,Hospital,2016,2,,,,,
45,Shetland,Care Home,2016,2,,,,,
45,Tayside,Care Home,2016,32,,,,,
45,Tayside,Home / Non-institution,2016,22,,,,,
45,Tayside,Hospital,2016,46,,,,,
45,Tayside,Other institution,2016,1,,,,,
45,Western Isles,Care Home,2016,2,,,,,
45,Western Isles,Home / Non-institution,2016,5,,,,,
45,Western Isles,Hospital,2016,1,,,,,
46,Ayrshire and Arran,Care Home,2016,12,,,,,
46,Ayrshire and Arran,Home / Non-institution,2016,32,,,,,
46,Ayrshire and Arran,Hospital,2016,51,,,,,
46,Borders,Care Home,2016,2,,,,,
46,Borders,Home / Non-institution,2016,7,,,,,
46,Borders,Hospital,2016,15,,,,,
46,Borders,Other institution,2016,4,,,,,
46,Dumfries and Galloway,Care Home,2016,11,,,,,
46,Dumfries and Galloway,Home / Non-institution,2016,4,,,,,
46,Dumfries and Galloway,Hospital,2016,17,,,,,
46,Fife,Care Home,2016,28,,,,,
46,Fife,Home / Non-institution,2016,20,,,,,
46,Fife,Hospital,2016,55,,,,,
46,Forth Valley,Care Home,2016,13,,,,,
46,Forth Valley,Home / Non-institution,2016,18,,,,,
46,Forth Valley,Hospital,2016,37,,,,,
46,Grampian,Care Home,2016,29,,,,,
46,Grampian,Home / Non-institution,2016,35,,,,,
46,Grampian,Hospital,2016,53,,,,,
46,Greater Glasgow and Clyde,Care Home,2016,70,,,,,
46,Greater Glasgow and Clyde,Home / Non-institution,2016,70,,,,,
46,Greater Glasgow and Clyde,Hospital,2016,118,,,,,
46,Highland,Care Home,2016,21,,,,,
46,Highland,Home / Non-institution,2016,25,,,,,
46,Highland,Hospital,2016,30,,,,,
46,Lanarkshire,Care Home,2016,35,,,,,
46,Lanarkshire,Home / Non-institution,2016,47,,,,,
46,Lanarkshire,Hospital,2016,72,,,,,
46,Lanarkshire,Other institution,2016,1,,,,,
46,Lothian,Care Home,2016,32,,,,,
46,Lothian,Home / Non-institution,2016,39,,,,,
46,Lothian,Hospital,2016,70,,,,,
46,Orkney,Care Home,2016,2,,,,,
46,Orkney,Home / Non-institution,2016,1,,,,,
46,Orkney,Hospital,2016,3,,,,,
46,Shetland,Care Home,2016,3,,,,,
46,Shetland,Home / Non-institution,2016,2,,,,,
46,Shetland,Hospital,2016,1,,,,,
46,Tayside,Care Home,2016,23,,,,,
46,Tayside,Home / Non-institution,2016,20,,,,,
46,Tayside,Hospital,2016,51,,,,,
46,Tayside,Other institution,2016,1,,,,,
46,Western Isles,Care Home,2016,1,,,,,
46,Western Isles,Home / Non-institution,2016,5,,,,,
46,Western Isles,Hospital,2016,4,,,,,
47,Ayrshire and Arran,Care Home,2016,21,,,,,
47,Ayrshire and Arran,Home / Non-institution,2016,24,,,,,
47,Ayrshire and Arran,Hospital,2016,44,,,,,
47,Borders,Care Home,2016,5,,,,,
47,Borders,Home / Non-institution,2016,7,,,,,
47,Borders,Hospital,2016,15,,,,,
47,Borders,Other institution,2016,1,,,,,
47,Dumfries and Galloway,Care Home,2016,9,,,,,
47,Dumfries and Galloway,Home / Non-institution,2016,9,,,,,
47,Dumfries and Galloway,Hospital,2016,25,,,,,
47,Fife,Care Home,2016,18,,,,,
47,Fife,Home / Non-institution,2016,22,,,,,
47,Fife,Hospital,2016,45,,,,,
47,Forth Valley,Care Home,2016,17,,,,,
47,Forth Valley,Home / Non-institution,2016,19,,,,,
47,Forth Valley,Hospital,2016,38,,,,,
47,Grampian,Care Home,2016,26,,,,,
47,Grampian,Home / Non-institution,2016,27,,,,,
47,Grampian,Hospital,2016,49,,,,,
47,Greater Glasgow and Clyde,Care Home,2016,70,,,,,
47,Greater Glasgow and Clyde,Home / Non-institution,2016,57,,,,,
47,Greater Glasgow and Clyde,Hospital,2016,133,,,,,
47,Greater Glasgow and Clyde,Other institution,2016,2,,,,,
47,Highland,Care Home,2016,9,,,,,
47,Highland,Home / Non-institution,2016,19,,,,,
47,Highland,Hospital,2016,36,,,,,
47,Lanarkshire,Care Home,2016,33,,,,,
47,Lanarkshire,Home / Non-institution,2016,43,,,,,
47,Lanarkshire,Hospital,2016,80,,,,,
47,Lanarkshire,Other institution,2016,1,,,,,
47,Lothian,Care Home,2016,38,,,,,
47,Lothian,Home / Non-institution,2016,45,,,,,
47,Lothian,Hospital,2016,66,,,,,
47,Orkney,Care Home,2016,1,,,,,
47,Orkney,Hospital,2016,2,,,,,
47,Shetland,Care Home,2016,5,,,,,
47,Shetland,Home / Non-institution,2016,1,,,,,
47,Shetland,Hospital,2016,2,,,,,
47,Tayside,Care Home,2016,17,,,,,
47,Tayside,Home / Non-institution,2016,22,,,,,
47,Tayside,Hospital,2016,57,,,,,
47,Western Isles,Home / Non-institution,2016,1,,,,,
47,Western Isles,Hospital,2016,3,,,,,
48,Ayrshire and Arran,Care Home,2016,15,,,,,
48,Ayrshire and Arran,Home / Non-institution,2016,22,,,,,
48,Ayrshire and Arran,Hospital,2016,50,,,,,
48,Borders,Care Home,2016,4,,,,,
48,Borders,Home / Non-institution,2016,9,,,,,
48,Borders,Hospital,2016,12,,,,,
48,Dumfries and Galloway,Care Home,2016,6,,,,,
48,Dumfries and Galloway,Home / Non-institution,2016,8,,,,,
48,Dumfries and Galloway,Hospital,2016,28,,,,,
48,Fife,Care Home,2016,25,,,,,
48,Fife,Home / Non-institution,2016,15,,,,,
48,Fife,Hospital,2016,47,,,,,
48,Forth Valley,Care Home,2016,13,,,,,
48,Forth Valley,Home / Non-institution,2016,24,,,,,
48,Forth Valley,Hospital,2016,37,,,,,
48,Grampian,Care Home,2016,28,,,,,
48,Grampian,Home / Non-institution,2016,28,,,,,
48,Grampian,Hospital,2016,55,,,,,
48,Greater Glasgow and Clyde,Care Home,2016,58,,,,,
48,Greater Glasgow and Clyde,Home / Non-institution,2016,48,,,,,
48,Greater Glasgow and Clyde,Hospital,2016,113,,,,,
48,Highland,Care Home,2016,12,,,,,
48,Highland,Home / Non-institution,2016,25,,,,,
48,Highland,Hospital,2016,32,,,,,
48,Lanarkshire,Care Home,2016,25,,,,,
48,Lanarkshire,Home / Non-institution,2016,43,,,,,
48,Lanarkshire,Hospital,2016,87,,,,,
48,Lanarkshire,Other institution,2016,3,,,,,
48,Lothian,Care Home,2016,49,,,,,
48,Lothian,Home / Non-institution,2016,47,,,,,
48,Lothian,Hospital,2016,65,,,,,
48,Lothian,Other institution,2016,1,,,,,
48,Orkney,Care Home,2016,3,,,,,
48,Orkney,Hospital,2016,1,,,,,
48,Shetland,Care Home,2016,2,,,,,
48,Shetland,Hospital,2016,2,,,,,
48,Tayside,Care Home,2016,25,,,,,
48,Tayside,Home / Non-institution,2016,23,,,,,
48,Tayside,Hospital,2016,32,,,,,
48,Tayside,Other institution,2016,1,,,,,
48,Western Isles,Care Home,2016,3,,,,,
48,Western Isles,Home / Non-institution,2016,1,,,,,
48,Western Isles,Hospital,2016,3,,,,,
49,Ayrshire and Arran,Care Home,2016,20,,,,,
49,Ayrshire and Arran,Home / Non-institution,2016,23,,,,,
49,Ayrshire and Arran,Hospital,2016,56,,,,,
49,Borders,Care Home,2016,5,,,,,
49,Borders,Home / Non-institution,2016,6,,,,,
49,Borders,Hospital,2016,15,,,,,
49,Borders,Other institution,2016,2,,,,,
49,Dumfries and Galloway,Care Home,2016,6,,,,,
49,Dumfries and Galloway,Home / Non-institution,2016,4,,,,,
49,Dumfries and Galloway,Hospital,2016,26,,,,,
49,Fife,Care Home,2016,30,,,,,
49,Fife,Home / Non-institution,2016,18,,,,,
49,Fife,Hospital,2016,41,,,,,
49,Forth Valley,Care Home,2016,15,,,,,
49,Forth Valley,Home / Non-institution,2016,19,,,,,
49,Forth Valley,Hospital,2016,37,,,,,
49,Forth Valley,Other institution,2016,1,,,,,
49,Grampian,Care Home,2016,23,,,,,
49,Grampian,Home / Non-institution,2016,25,,,,,
49,Grampian,Hospital,2016,53,,,,,
49,Greater Glasgow and Clyde,Care Home,2016,68,,,,,
49,Greater Glasgow and Clyde,Home / Non-institution,2016,67,,,,,
49,Greater Glasgow and Clyde,Hospital,2016,144,,,,,
49,Highland,Care Home,2016,23,,,,,
49,Highland,Home / Non-institution,2016,19,,,,,
49,Highland,Hospital,2016,29,,,,,
49,Lanarkshire,Care Home,2016,34,,,,,
49,Lanarkshire,Home / Non-institution,2016,37,,,,,
49,Lanarkshire,Hospital,2016,68,,,,,
49,Lanarkshire,Other institution,2016,1,,,,,
49,Lothian,Care Home,2016,37,,,,,
49,Lothian,Home / Non-institution,2016,43,,,,,
49,Lothian,Hospital,2016,71,,,,,
49,Orkney,Home / Non-institution,2016,1,,,,,
49,Orkney,Hospital,2016,1,,,,,
49,Shetland,Home / Non-institution,2016,1,,,,,
49,Shetland,Hospital,2016,2,,,,,
49,Tayside,Care Home,2016,38,,,,,
49,Tayside,Home / Non-institution,2016,32,,,,,
49,Tayside,Hospital,2016,53,,,,,
49,Tayside,Other institution,2016,2,,,,,
49,Western Isles,Care Home,2016,3,,,,,
49,Western Isles,Home / Non-institution,2016,4,,,,,
49,Western Isles,Hospital,2016,2,,,,,
50,Ayrshire and Arran,Care Home,2016,19,,,,,
50,Ayrshire and Arran,Home / Non-institution,2016,28,,,,,
50,Ayrshire and Arran,Hospital,2016,51,,,,,
50,Ayrshire and Arran,Other institution,2016,1,,,,,
50,Borders,Care Home,2016,5,,,,,
50,Borders,Home / Non-institution,2016,8,,,,,
50,Borders,Hospital,2016,12,,,,,
50,Borders,Other institution,2016,4,,,,,
50,Dumfries and Galloway,Care Home,2016,6,,,,,
50,Dumfries and Galloway,Home / Non-institution,2016,11,,,,,
50,Dumfries and Galloway,Hospital,2016,19,,,,,
50,Fife,Care Home,2016,25,,,,,
50,Fife,Home / Non-institution,2016,13,,,,,
50,Fife,Hospital,2016,55,,,,,
50,Forth Valley,Care Home,2016,12,,,,,
50,Forth Valley,Home / Non-institution,2016,16,,,,,
50,Forth Valley,Hospital,2016,37,,,,,
50,Forth Valley,Other institution,2016,1,,,,,
50,Grampian,Care Home,2016,24,,,,,
50,Grampian,Home / Non-institution,2016,24,,,,,
50,Grampian,Hospital,2016,51,,,,,
50,Greater Glasgow and Clyde,Care Home,2016,74,,,,,
50,Greater Glasgow and Clyde,Home / Non-institution,2016,71,,,,,
50,Greater Glasgow and Clyde,Hospital,2016,139,,,,,
50,Highland,Care Home,2016,15,,,,,
50,Highland,Home / Non-institution,2016,22,,,,,
50,Highland,Hospital,2016,42,,,,,
50,Lanarkshire,Care Home,2016,33,,,,,
50,Lanarkshire,Home / Non-institution,2016,32,,,,,
50,Lanarkshire,Hospital,2016,85,,,,,
50,Lothian,Care Home,2016,49,,,,,
50,Lothian,Home / Non-institution,2016,43,,,,,
50,Lothian,Hospital,2016,84,,,,,
50,Orkney,Care Home,2016,1,,,,,
50,Orkney,Hospital,2016,6,,,,,
50,Shetland,Care Home,2016,4,,,,,
50,Shetland,Home / Non-institution,2016,2,,,,,
50,Shetland,Hospital,2016,1,,,,,
50,Tayside,Care Home,2016,33,,,,,
50,Tayside,Home / Non-institution,2016,29,,,,,
50,Tayside,Hospital,2016,56,,,,,
50,Tayside,Other institution,2016,1,,,,,
50,Western Isles,Care Home,2016,2,,,,,
50,Western Isles,Home / Non-institution,2016,2,,,,,
50,Western Isles,Hospital,2016,2,,,,,
51,Ayrshire and Arran,Care Home,2016,29,,,,,
51,Ayrshire and Arran,Home / Non-institution,2016,21,,,,,
51,Ayrshire and Arran,Hospital,2016,56,,,,,
51,Ayrshire and Arran,Other institution,2016,1,,,,,
51,Borders,Care Home,2016,4,,,,,
51,Borders,Home / Non-institution,2016,8,,,,,
51,Borders,Hospital,2016,16,,,,,
51,Borders,Other institution,2016,3,,,,,
51,Dumfries and Galloway,Care Home,2016,14,,,,,
51,Dumfries and Galloway,Home / Non-institution,2016,14,,,,,
51,Dumfries and Galloway,Hospital,2016,28,,,,,
51,Fife,Care Home,2016,20,,,,,
51,Fife,Home / Non-institution,2016,26,,,,,
51,Fife,Hospital,2016,58,,,,,
51,Forth Valley,Care Home,2016,12,,,,,
51,Forth Valley,Home / Non-institution,2016,21,,,,,
51,Forth Valley,Hospital,2016,25,,,,,
51,Grampian,Care Home,2016,23,,,,,
51,Grampian,Home / Non-institution,2016,19,,,,,
51,Grampian,Hospital,2016,53,,,,,
51,Greater Glasgow and Clyde,Care Home,2016,72,,,,,
